조사연도,가구고유번호(MD제공용),원리금상환액,원금상환액,가구주 미은퇴시_노후준비상황,가구주 미은퇴시_최소생활비
2020,650800371.0,0.0,0.0,3.0,300.0
2020,650800381.0,0.0,0.0,3.0,250.0
2020,650800391.0,750.0,350.0,3.0,200.0
2020,650900231.0,60.0,0.0,4.0,200.0
2020,650900241.0,100.0,100.0,4.0,100.0
2020,650900251.0,15.0,15.0,4.0,100.0
2020,650900261.0,0.0,0.0,,0.0
2020,650900271.0,0.0,0.0,,0.0
2020,650900281.0,662.0,566.0,4.0,200.0
2020,650900291.0,0.0,0.0,3.0,150.0
2020,650900301.0,40.0,0.0,3.0,150.0
2020,650900311.0,960.0,500.0,3.0,200.0
2020,650900321.0,0.0,0.0,3.0,200.0
2020,650900331.0,20.0,0.0,4.0,200.0
2020,650900361.0,5090.0,5000.0,5.0,150.0
2020,650900371.0,1596.0,1500.0,3.0,250.0
2020,651000212.0,0.0,0.0,4.0,250.0
2020,651000222.0,98.0,0.0,4.0,300.0
2020,651000232.0,0.0,0.0,,0.0
2020,651000252.0,300.0,300.0,,0.0
2020,651000262.0,0.0,0.0,3.0,50.0
2020,651000272.0,0.0,0.0,2.0,200.0
2020,651000282.0,0.0,0.0,2.0,250.0
2020,651000292.0,420.0,335.0,4.0,300.0
2020,651000302.0,300.0,300.0,5.0,150.0
2020,651000312.0,0.0,0.0,,0.0
2020,651000332.0,0.0,0.0,5.0,100.0
2020,651000352.0,0.0,0.0,,0.0
2020,651000362.0,0.0,0.0,,0.0
2020,651000382.0,676.0,362.0,4.0,250.0
2020,651000392.0,0.0,0.0,5.0,300.0
2020,651600211.0,0.0,0.0,,0.0
2020,651600241.0,0.0,0.0,,0.0
2020,651600261.0,0.0,0.0,4.0,250.0
2020,651600271.0,630.0,435.0,4.0,300.0
2020,651600281.0,1170.0,1050.0,3.0,250.0
2020,651600291.0,240.0,240.0,3.0,200.0
2020,651600301.0,538.0,400.0,3.0,150.0
2020,651600311.0,4785.0,4770.0,,0.0
2020,651600341.0,0.0,0.0,4.0,250.0
2020,651600351.0,0.0,0.0,3.0,130.0
2020,651600361.0,0.0,0.0,4.0,100.0
2020,651600381.0,0.0,0.0,4.0,200.0
2020,651600391.0,44.0,0.0,4.0,150.0
2020,651700221.0,1497.0,1470.0,4.0,250.0
2020,651700241.0,525.0,100.0,3.0,200.0
2020,651700251.0,0.0,0.0,,0.0
2020,651700261.0,0.0,0.0,4.0,200.0
2020,651700291.0,13256.0,12600.0,4.0,200.0
2020,651700301.0,0.0,0.0,3.0,120.0
2020,651700311.0,480.0,380.0,4.0,150.0
2020,651700331.0,1941.0,1900.0,3.0,200.0
2020,651700341.0,240.0,0.0,4.0,200.0
2020,651700351.0,974.0,956.0,4.0,200.0
2020,651700361.0,5349.0,5034.0,4.0,150.0
2020,651700371.0,1715.0,1700.0,4.0,150.0
2020,651700391.0,360.0,360.0,5.0,200.0
2020,651800201.0,185.0,60.0,,0.0
2020,651800211.0,160.0,160.0,5.0,100.0
2020,651800221.0,500.0,500.0,4.0,300.0
2020,651800241.0,1450.0,1100.0,4.0,300.0
2020,651800261.0,0.0,0.0,4.0,250.0
2020,651800291.0,0.0,0.0,3.0,150.0
2020,651800301.0,0.0,0.0,5.0,150.0
2020,651800311.0,0.0,0.0,,0.0
2020,651800321.0,156.0,0.0,4.0,120.0
2020,651800331.0,583.0,573.0,4.0,200.0
2020,651800341.0,0.0,0.0,5.0,150.0
2020,651800351.0,2308.0,2053.0,2.0,150.0
2020,651800371.0,0.0,0.0,4.0,200.0
2020,651800391.0,0.0,0.0,,0.0
2020,651900201.0,0.0,0.0,,0.0
2020,651900211.0,2844.0,2800.0,5.0,80.0
2020,651900221.0,372.0,72.0,5.0,200.0
2020,651900231.0,1004.0,830.0,4.0,200.0
2020,651900251.0,231.0,182.0,,0.0
2020,651900271.0,2500.0,2500.0,,0.0
2020,651900291.0,48.0,0.0,4.0,100.0
2020,651900301.0,0.0,0.0,2.0,100.0
2020,651900331.0,0.0,0.0,3.0,150.0
2020,651900341.0,0.0,0.0,3.0,200.0
2020,651900361.0,860.0,160.0,4.0,200.0
2020,651900371.0,0.0,0.0,2.0,300.0
2020,651900391.0,93.0,0.0,4.0,100.0
2020,652000202.0,0.0,0.0,3.0,200.0
2020,652000212.0,623.0,250.0,4.0,120.0
2020,652000232.0,0.0,0.0,1.0,400.0
2020,652000242.0,0.0,0.0,,0.0
2020,652000252.0,156.0,0.0,3.0,200.0
2020,652000272.0,2710.0,2500.0,3.0,250.0
2020,652000292.0,0.0,0.0,3.0,100.0
2020,652000302.0,674.0,100.0,4.0,150.0
2020,652000332.0,1320.0,800.0,3.0,200.0
2020,652000342.0,300.0,263.0,4.0,300.0
2020,652000352.0,228.0,0.0,4.0,200.0
2020,652000362.0,0.0,0.0,,0.0
2020,652000372.0,0.0,0.0,5.0,150.0
2020,652000382.0,0.0,0.0,4.0,100.0
2020,652000392.0,0.0,0.0,4.0,150.0
2020,652600231.0,0.0,0.0,,0.0
2020,652600251.0,1292.0,1030.0,4.0,100.0
2020,652600281.0,8250.0,8000.0,,0.0
2020,652600291.0,1055.0,890.0,5.0,130.0
2020,652600301.0,0.0,0.0,4.0,150.0
2020,652600311.0,0.0,0.0,,0.0
2020,652600321.0,0.0,0.0,3.0,150.0
2020,652600331.0,2465.0,2000.0,4.0,200.0
2020,652600341.0,16.0,12.0,3.0,150.0
2020,652600361.0,0.0,0.0,5.0,100.0
2020,652600371.0,0.0,0.0,,0.0
2020,652700201.0,278.0,0.0,4.0,200.0
2020,652700241.0,660.0,468.0,3.0,250.0
2020,652700251.0,636.0,0.0,2.0,250.0
2020,652700271.0,0.0,0.0,3.0,100.0
2020,652700281.0,0.0,0.0,4.0,200.0
2020,652700291.0,90.0,30.0,3.0,200.0
2020,652700301.0,0.0,0.0,3.0,200.0
2020,652700311.0,2995.0,2000.0,4.0,300.0
2020,652700331.0,0.0,0.0,3.0,200.0
2020,652700341.0,0.0,0.0,4.0,50.0
2020,652700351.0,0.0,0.0,,0.0
2020,652700361.0,0.0,0.0,2.0,200.0
2020,652700371.0,0.0,0.0,4.0,100.0
2020,652800201.0,10976.0,10299.0,2.0,200.0
2020,652800211.0,155.0,75.0,4.0,250.0
2020,652800221.0,0.0,0.0,4.0,150.0
2020,652800231.0,0.0,0.0,,0.0
2020,652800261.0,10650.0,10300.0,3.0,200.0
2020,652800281.0,0.0,0.0,5.0,60.0
2020,652800291.0,0.0,0.0,,0.0
2020,652800301.0,650.0,0.0,2.0,300.0
2020,652800311.0,0.0,0.0,,0.0
2020,652800321.0,0.0,0.0,,0.0
2020,652800331.0,3792.0,3720.0,5.0,230.0
2020,652800351.0,0.0,0.0,2.0,70.0
2020,652800361.0,0.0,0.0,2.0,150.0
2020,652900201.0,5380.0,4900.0,4.0,300.0
2020,652900211.0,600.0,600.0,4.0,200.0
2020,652900231.0,0.0,0.0,5.0,350.0
2020,652900241.0,2500.0,2500.0,3.0,150.0
2020,652900251.0,30.0,30.0,5.0,250.0
2020,652900271.0,3368.0,3050.0,5.0,300.0
2020,652900291.0,930.0,0.0,2.0,300.0
2020,652900321.0,0.0,0.0,4.0,80.0
2020,652900331.0,1006.0,606.0,4.0,150.0
2020,652900341.0,0.0,0.0,4.0,100.0
2020,652900351.0,276.0,250.0,3.0,250.0
2020,652900361.0,0.0,0.0,4.0,150.0
2020,653000202.0,924.0,924.0,4.0,300.0
2020,653000222.0,740.0,600.0,4.0,150.0
2020,653000232.0,0.0,0.0,,0.0
2020,660000202.0,0.0,0.0,,0.0
2020,660000212.0,2691.0,2038.0,4.0,300.0
2020,660000222.0,0.0,0.0,4.0,300.0
2020,660000232.0,0.0,0.0,3.0,250.0
2020,660000252.0,1177.0,1080.0,5.0,300.0
2020,660000262.0,4962.0,4505.0,4.0,200.0
2020,660000272.0,930.0,800.0,3.0,200.0
2020,660000292.0,427.0,100.0,5.0,200.0
2020,660000302.0,10.0,10.0,,0.0
2020,660000312.0,0.0,0.0,,0.0
2020,660000322.0,0.0,0.0,3.0,50.0
2020,660000332.0,36.0,0.0,4.0,150.0
2020,660000342.0,0.0,0.0,4.0,200.0
2020,660000352.0,2050.0,1900.0,4.0,250.0
2020,660000372.0,0.0,0.0,4.0,250.0
2020,660000382.0,0.0,0.0,,0.0
2020,660000392.0,0.0,0.0,3.0,100.0
2020,660600201.0,40.0,0.0,4.0,110.0
2020,660600231.0,0.0,0.0,,0.0
2020,660600241.0,482.0,400.0,,0.0
2020,660600271.0,636.0,576.0,3.0,300.0
2020,660600281.0,1060.0,1000.0,3.0,200.0
2020,660600291.0,5270.0,5150.0,,0.0
2020,660600331.0,0.0,0.0,3.0,200.0
2020,660600341.0,760.0,600.0,4.0,120.0
2020,660600351.0,0.0,0.0,3.0,100.0
2020,660600361.0,0.0,0.0,5.0,130.0
2020,660600371.0,3080.0,2723.0,4.0,300.0
2020,660600381.0,132.0,108.0,5.0,100.0
2020,660600391.0,0.0,0.0,,0.0
2020,660700201.0,1589.0,396.0,4.0,300.0
2020,660700211.0,1275.0,900.0,5.0,300.0
2020,660700221.0,1416.0,1300.0,3.0,100.0
2020,660700241.0,0.0,0.0,4.0,200.0
2020,660700261.0,0.0,0.0,5.0,200.0
2020,660700281.0,0.0,0.0,,0.0
2020,660700291.0,1040.0,800.0,3.0,350.0
2020,660700301.0,420.0,0.0,3.0,300.0
2020,660700321.0,0.0,0.0,4.0,150.0
2020,660700331.0,1430.0,1430.0,4.0,200.0
2020,660700341.0,0.0,0.0,5.0,200.0
2020,660700351.0,212.0,160.0,5.0,150.0
2020,660700371.0,80.0,40.0,4.0,300.0
2020,660700381.0,0.0,0.0,3.0,250.0
2020,660700391.0,0.0,0.0,4.0,200.0
2020,660800201.0,0.0,0.0,4.0,150.0
2020,660800211.0,0.0,0.0,,0.0
2020,660800221.0,0.0,0.0,5.0,200.0
2020,660800231.0,0.0,0.0,2.0,300.0
2020,660800241.0,1377.0,1060.0,5.0,250.0
2020,660800251.0,0.0,0.0,,0.0
2020,660800261.0,0.0,0.0,,0.0
2020,660800301.0,1415.0,1084.0,4.0,200.0
2020,660800311.0,0.0,0.0,3.0,250.0
2020,660800321.0,384.0,312.0,3.0,200.0
2020,660800341.0,780.0,520.0,3.0,300.0
2020,660800351.0,0.0,0.0,,0.0
2020,660800361.0,0.0,0.0,4.0,200.0
2020,660800371.0,0.0,0.0,4.0,150.0
2020,660800381.0,0.0,0.0,,0.0
2020,660800391.0,0.0,0.0,5.0,200.0
2020,660900201.0,2480.0,2480.0,3.0,200.0
2020,660900231.0,356.0,240.0,4.0,200.0
2020,660900241.0,0.0,0.0,,0.0
2020,660900251.0,0.0,0.0,,0.0
2020,660900261.0,0.0,0.0,,0.0
2020,660900301.0,0.0,0.0,,0.0
2020,660900311.0,476.0,200.0,,0.0
2020,660900321.0,0.0,0.0,2.0,300.0
2020,660900331.0,1100.0,800.0,,0.0
2020,660900341.0,0.0,0.0,,0.0
2020,660900361.0,0.0,0.0,3.0,100.0
2020,660900371.0,2555.0,2390.0,3.0,200.0
2020,660900381.0,423.0,423.0,4.0,200.0
2020,660900391.0,2284.0,2200.0,5.0,150.0
2020,661000202.0,0.0,0.0,3.0,150.0
2020,661000212.0,4000.0,3600.0,3.0,150.0
2020,661000232.0,120.0,0.0,5.0,100.0
2020,661000262.0,550.0,550.0,5.0,200.0
2020,661000282.0,0.0,0.0,3.0,100.0
2020,661000302.0,300.0,240.0,2.0,200.0
2020,661000312.0,300.0,300.0,,0.0
2020,661000322.0,0.0,0.0,3.0,100.0
2020,661000332.0,500.0,500.0,4.0,480.0
2020,661000342.0,0.0,0.0,3.0,200.0
2020,661000352.0,0.0,0.0,3.0,300.0
2020,661000362.0,0.0,0.0,4.0,200.0
2020,661000382.0,0.0,0.0,2.0,150.0
2020,661000392.0,0.0,0.0,5.0,150.0
2020,661600211.0,0.0,0.0,4.0,200.0
2020,661600221.0,0.0,0.0,3.0,150.0
2020,661600231.0,0.0,0.0,3.0,300.0
2020,661600311.0,912.0,570.0,5.0,200.0
2020,661600341.0,0.0,0.0,3.0,200.0
2020,661600351.0,360.0,360.0,4.0,250.0
2020,661600361.0,6604.0,6400.0,3.0,300.0
2020,661600371.0,0.0,0.0,,0.0
2020,661600381.0,0.0,0.0,4.0,250.0
2020,661700201.0,35.0,0.0,4.0,150.0
2020,661700251.0,40.0,40.0,3.0,150.0
2020,661700261.0,2321.0,2290.0,4.0,200.0
2020,661700301.0,4036.0,4000.0,4.0,200.0
2020,661700311.0,20800.0,19000.0,2.0,600.0
2020,661700321.0,2800.0,2420.0,4.0,300.0
2020,661700331.0,40.0,0.0,5.0,300.0
2020,661700371.0,0.0,0.0,4.0,100.0
2020,661700381.0,0.0,0.0,3.0,100.0
2020,661700391.0,0.0,0.0,,0.0
2020,661800201.0,1120.0,1000.0,4.0,150.0
2020,661800221.0,680.0,320.0,4.0,200.0
2020,661800231.0,0.0,0.0,5.0,150.0
2020,661800241.0,0.0,0.0,4.0,200.0
2020,661800251.0,0.0,0.0,3.0,150.0
2020,661800281.0,786.0,720.0,3.0,150.0
2020,661800301.0,796.0,700.0,2.0,200.0
2020,661800321.0,70.0,70.0,4.0,150.0
2020,661800331.0,310.0,310.0,3.0,200.0
2020,661800351.0,9.0,0.0,4.0,150.0
2020,661800361.0,2641.0,2400.0,4.0,400.0
2020,661800391.0,0.0,0.0,,0.0
2020,661900211.0,0.0,0.0,,0.0
2020,661900221.0,1308.0,0.0,,0.0
2020,661900241.0,0.0,0.0,4.0,250.0
2020,661900251.0,199.0,30.0,5.0,150.0
2020,661900281.0,5053.0,4000.0,4.0,250.0
2020,661900321.0,849.0,800.0,3.0,100.0
2020,661900341.0,0.0,0.0,3.0,300.0
2020,661900351.0,0.0,0.0,,0.0
2020,661900361.0,0.0,0.0,2.0,120.0
2020,661900381.0,0.0,0.0,3.0,150.0
2020,661900391.0,0.0,0.0,,0.0
2020,662000312.0,0.0,0.0,,0.0
2020,662000322.0,1060.0,1000.0,3.0,300.0
2020,662000332.0,175.0,150.0,3.0,300.0
2020,662000352.0,0.0,0.0,2.0,500.0
2020,662000362.0,0.0,0.0,3.0,300.0
2020,662000372.0,0.0,0.0,3.0,200.0
2020,662600301.0,0.0,0.0,,0.0
2020,662600331.0,350.0,0.0,2.0,200.0
2020,662600341.0,0.0,0.0,,0.0
2020,662600361.0,690.0,480.0,5.0,300.0
2020,662700301.0,0.0,0.0,3.0,150.0
2020,662700311.0,0.0,0.0,,0.0
2020,662700321.0,525.0,500.0,3.0,250.0
2020,662700351.0,624.0,620.0,4.0,230.0
2020,662700361.0,0.0,0.0,3.0,300.0
2020,662800311.0,53.0,0.0,4.0,130.0
2020,662800331.0,0.0,0.0,,0.0
2020,662800341.0,40.0,40.0,3.0,200.0
2020,662800351.0,0.0,0.0,,0.0
2020,662900301.0,0.0,0.0,,0.0
2020,662900311.0,0.0,0.0,,0.0
2020,662900321.0,0.0,0.0,,0.0
2020,662900331.0,766.0,328.0,4.0,250.0
2020,662900341.0,0.0,0.0,3.0,150.0
2020,662900351.0,277.0,264.0,4.0,200.0
2020,670000322.0,0.0,0.0,3.0,250.0
2020,670000332.0,0.0,0.0,3.0,100.0
2020,670000342.0,1299.0,900.0,3.0,300.0
2020,670000352.0,0.0,0.0,,0.0
2020,670000362.0,614.0,600.0,5.0,200.0
2020,670000372.0,0.0,0.0,3.0,200.0
2020,670000382.0,550.0,500.0,3.0,300.0
2020,670000392.0,0.0,0.0,3.0,100.0
2020,670600321.0,480.0,420.0,4.0,200.0
2020,670600331.0,120.0,20.0,4.0,130.0
2020,670600351.0,7108.0,6144.0,3.0,200.0
2020,670600361.0,3731.0,3219.0,4.0,100.0
2020,670600371.0,0.0,0.0,4.0,60.0
2020,670600381.0,0.0,0.0,,0.0
2020,670600391.0,0.0,0.0,,0.0
2020,670700301.0,562.0,500.0,3.0,200.0
2020,670700311.0,0.0,0.0,4.0,200.0
2020,670700321.0,72.0,72.0,5.0,200.0
2020,670700331.0,3514.0,2800.0,4.0,200.0
2020,670700351.0,480.0,420.0,3.0,200.0
2020,670700361.0,0.0,0.0,4.0,100.0
2020,670700371.0,3050.0,2500.0,4.0,200.0
2020,670700381.0,0.0,0.0,4.0,150.0
2020,670700391.0,60.0,60.0,5.0,100.0
2020,670800301.0,630.0,250.0,4.0,300.0
2020,670800311.0,0.0,0.0,4.0,120.0
2020,670800321.0,90.0,90.0,,0.0
2020,670800331.0,0.0,0.0,2.0,200.0
2020,670800341.0,0.0,0.0,3.0,300.0
2020,670800351.0,2118.0,1658.0,3.0,200.0
2020,670800361.0,36.0,0.0,3.0,300.0
2020,670800371.0,240.0,168.0,4.0,150.0
2020,670900301.0,220.0,120.0,5.0,150.0
2020,670900311.0,0.0,0.0,,0.0
2020,670900321.0,0.0,0.0,,0.0
2020,670900331.0,0.0,0.0,,0.0
2020,670900341.0,69.0,60.0,,0.0
2020,670900351.0,4560.0,4440.0,4.0,200.0
2020,670900361.0,0.0,0.0,4.0,200.0
2020,670900371.0,0.0,0.0,,0.0
2020,671000312.0,600.0,540.0,3.0,200.0
2020,671000322.0,48.0,8.0,5.0,150.0
2020,671000332.0,240.0,0.0,2.0,150.0
2020,671000352.0,0.0,0.0,,0.0
2020,671000362.0,0.0,0.0,3.0,200.0
2020,671000372.0,0.0,0.0,4.0,300.0
2020,671000382.0,0.0,0.0,4.0,150.0
2020,671000392.0,0.0,0.0,,0.0
2020,671600301.0,1678.0,1500.0,3.0,200.0
2020,671600311.0,0.0,0.0,,0.0
2020,671600321.0,0.0,0.0,,0.0
2020,671600331.0,2100.0,1500.0,2.0,200.0
2020,671600351.0,0.0,0.0,3.0,250.0
2020,671700311.0,622.0,300.0,3.0,250.0
2020,671700331.0,0.0,0.0,4.0,150.0
2020,671700371.0,0.0,0.0,3.0,150.0
2020,671700381.0,0.0,0.0,,0.0
2020,671700391.0,0.0,0.0,,0.0
2020,671800311.0,0.0,0.0,2.0,180.0
2020,671800321.0,0.0,0.0,4.0,150.0
2020,671800331.0,600.0,340.0,3.0,250.0
2020,671800361.0,0.0,0.0,4.0,100.0
2020,671800371.0,0.0,0.0,,0.0
2020,671800381.0,2480.0,2156.0,3.0,250.0
2020,671900301.0,1050.0,700.0,5.0,200.0
2020,671900351.0,0.0,0.0,,0.0
2020,671900361.0,1090.0,0.0,3.0,150.0
2020,671900371.0,0.0,0.0,3.0,150.0
2020,671900381.0,0.0,0.0,,0.0
2020,671900391.0,100.0,0.0,5.0,250.0
2020,672000312.0,600.0,577.0,2.0,400.0
2020,672000322.0,5786.0,5216.0,4.0,200.0
2020,672000332.0,416.0,400.0,4.0,300.0
2020,672000342.0,0.0,0.0,,0.0
2020,672000352.0,618.0,550.0,5.0,100.0
2020,672000362.0,520.0,300.0,5.0,150.0
2020,672000372.0,6971.0,5101.0,3.0,200.0
2020,672000382.0,0.0,0.0,4.0,200.0
2020,672600311.0,0.0,0.0,,0.0
2020,672600321.0,640.0,500.0,3.0,300.0
2020,672600331.0,0.0,0.0,3.0,150.0
2020,672600341.0,0.0,0.0,5.0,100.0
2020,672600351.0,0.0,0.0,,0.0
2020,672600361.0,0.0,0.0,,0.0
2020,672600371.0,0.0,0.0,,0.0
2020,672700301.0,0.0,0.0,,0.0
2020,672700321.0,630.0,30.0,4.0,150.0
2020,672700331.0,418.0,300.0,4.0,200.0
2020,672700341.0,0.0,0.0,4.0,100.0
2020,672700351.0,1228.0,1120.0,4.0,250.0
2020,672700361.0,80.0,80.0,4.0,50.0
2020,672700371.0,0.0,0.0,5.0,90.0
2020,672800311.0,0.0,0.0,,0.0
2020,672800321.0,3558.0,3422.0,4.0,200.0
2020,672800331.0,600.0,370.0,3.0,100.0
2020,672800341.0,800.0,0.0,3.0,100.0
2020,672800361.0,0.0,0.0,4.0,200.0
2020,672900311.0,2000.0,1400.0,3.0,300.0
2020,672900321.0,0.0,0.0,5.0,50.0
2020,672900361.0,0.0,0.0,,0.0
2020,680000302.0,0.0,0.0,4.0,200.0
2020,680000322.0,205.0,130.0,3.0,200.0
2020,680000332.0,0.0,0.0,,0.0
2020,680000342.0,318.0,318.0,4.0,200.0
2020,680000352.0,762.0,600.0,4.0,250.0
2020,680000372.0,0.0,0.0,,0.0
2020,680000392.0,1520.0,1200.0,3.0,200.0
2020,680600311.0,3734.0,1530.0,2.0,160.0
2020,680600321.0,4746.0,4158.0,4.0,250.0
2020,680600331.0,0.0,0.0,5.0,100.0
2020,680600341.0,1320.0,1260.0,4.0,200.0
2020,680600351.0,0.0,0.0,3.0,180.0
2020,680600361.0,698.0,354.0,3.0,200.0
2020,680600381.0,16400.0,15502.0,4.0,300.0
2020,680700321.0,0.0,0.0,3.0,150.0
2020,680700331.0,1019.0,720.0,4.0,150.0
2020,680700341.0,0.0,0.0,2.0,200.0
2020,680700371.0,956.0,606.0,4.0,150.0
2020,680700381.0,0.0,0.0,3.0,100.0
2020,680800311.0,740.0,240.0,4.0,250.0
2020,680800331.0,29.0,29.0,,0.0
2020,680800351.0,7207.0,7000.0,5.0,200.0
2020,680800361.0,110.0,110.0,1.0,300.0
2020,680800371.0,250.0,250.0,4.0,300.0
2020,680900301.0,0.0,0.0,4.0,100.0
2020,680900311.0,0.0,0.0,,0.0
2020,680900321.0,0.0,0.0,,0.0
2020,680900331.0,0.0,0.0,3.0,200.0
2020,680900341.0,0.0,0.0,,0.0
2020,680900351.0,515.0,500.0,5.0,250.0
2020,680900361.0,23.0,23.0,2.0,200.0
2020,680900371.0,0.0,0.0,,0.0
2020,680900391.0,4580.0,3700.0,3.0,200.0
2020,681000312.0,1320.0,600.0,3.0,350.0
2020,681000322.0,400.0,0.0,3.0,400.0
2020,681000332.0,0.0,0.0,4.0,200.0
2020,681000342.0,0.0,0.0,5.0,150.0
2020,681000352.0,0.0,0.0,5.0,180.0
2020,681000362.0,0.0,0.0,5.0,180.0
2020,681000372.0,3338.0,2500.0,4.0,150.0
2020,681000382.0,1100.0,500.0,5.0,150.0
2020,681000392.0,0.0,0.0,,0.0
2020,681600301.0,5140.0,4660.0,4.0,200.0
2020,681600311.0,271.0,128.0,3.0,200.0
2020,681600361.0,39.0,0.0,5.0,100.0
2020,681600371.0,0.0,0.0,3.0,200.0
2020,681600391.0,487.0,420.0,3.0,200.0
2020,681700301.0,1060.0,660.0,3.0,200.0
2020,681700311.0,1660.0,1420.0,4.0,200.0
2020,681700321.0,0.0,0.0,,0.0
2020,681700331.0,0.0,0.0,3.0,150.0
2020,681700341.0,0.0,0.0,2.0,300.0
2020,681700361.0,2062.0,1539.0,4.0,200.0
2020,681800301.0,530.0,0.0,2.0,200.0
2020,681800311.0,2532.0,2400.0,5.0,80.0
2020,681800321.0,1300.0,0.0,3.0,200.0
2020,681800341.0,0.0,0.0,4.0,100.0
2020,681800361.0,0.0,0.0,5.0,200.0
2020,681800371.0,696.0,300.0,3.0,200.0
2020,681800391.0,1000.0,1000.0,2.0,200.0
2020,681900301.0,2224.0,300.0,4.0,300.0
2020,681900321.0,0.0,0.0,4.0,150.0
2020,681900351.0,0.0,0.0,3.0,300.0
2020,681900361.0,0.0,0.0,5.0,200.0
2020,681900381.0,1028.0,960.0,4.0,150.0
2020,682000302.0,1645.0,100.0,2.0,150.0
2020,682000312.0,300.0,300.0,3.0,450.0
2020,682000322.0,0.0,0.0,,0.0
2020,682000332.0,0.0,0.0,5.0,200.0
2020,682000342.0,0.0,0.0,3.0,200.0
2020,682000352.0,575.0,500.0,4.0,100.0
2020,682000362.0,1041.0,822.0,4.0,300.0
2020,682000372.0,120.0,0.0,5.0,250.0
2020,682000392.0,0.0,0.0,,0.0
2020,682600301.0,0.0,0.0,3.0,100.0
2020,682600311.0,2211.0,1775.0,3.0,200.0
2020,682600331.0,629.0,589.0,4.0,100.0
2020,682600361.0,200.0,200.0,3.0,200.0
2020,682600381.0,160.0,160.0,4.0,400.0
2020,682700301.0,1300.0,0.0,4.0,300.0
2020,682700321.0,0.0,0.0,3.0,250.0
2020,682700331.0,50.0,50.0,3.0,200.0
2020,682700351.0,0.0,0.0,,0.0
2020,682700361.0,0.0,0.0,3.0,200.0
2020,682700381.0,602.0,500.0,,0.0
2020,682800301.0,572.0,392.0,3.0,200.0
2020,682800331.0,0.0,0.0,1.0,250.0
2020,682800341.0,50.0,50.0,3.0,250.0
2020,682800351.0,0.0,0.0,,0.0
2020,682800371.0,0.0,0.0,4.0,200.0
2020,682800391.0,0.0,0.0,4.0,70.0
2020,682900301.0,538.0,500.0,4.0,200.0
2020,682900321.0,597.0,500.0,3.0,300.0
2020,682900331.0,0.0,0.0,,0.0
2020,682900351.0,0.0,0.0,3.0,250.0
2020,682900361.0,0.0,0.0,,0.0
2020,682900381.0,10.0,0.0,3.0,100.0
2020,683000312.0,0.0,0.0,,0.0
2020,683600301.0,0.0,0.0,5.0,200.0
2020,683600311.0,0.0,0.0,,0.0
2020,683700301.0,2920.0,1000.0,4.0,250.0
2020,683700311.0,0.0,0.0,2.0,100.0
2020,683800301.0,0.0,0.0,4.0,150.0
2020,683900301.0,0.0,0.0,4.0,200.0
2020,690000222.0,3610.0,2200.0,4.0,150.0
2020,690000232.0,100.0,100.0,3.0,150.0
2020,690000252.0,0.0,0.0,,0.0
2020,690000262.0,0.0,0.0,5.0,200.0
2020,690000272.0,636.0,600.0,3.0,250.0
2020,690000282.0,0.0,0.0,3.0,200.0
2020,690000292.0,0.0,0.0,3.0,200.0
2020,690000302.0,0.0,0.0,4.0,150.0
2020,690000312.0,0.0,0.0,,0.0
2020,690000332.0,0.0,0.0,3.0,200.0
2020,690000342.0,0.0,0.0,2.0,200.0
2020,690000352.0,95.0,0.0,3.0,200.0
2020,690000362.0,1700.0,1500.0,3.0,400.0
2020,690000382.0,0.0,0.0,,0.0
2020,690000392.0,0.0,0.0,3.0,150.0
2020,690600221.0,1187.0,1187.0,3.0,150.0
2020,690600231.0,0.0,0.0,,0.0
2020,690600301.0,0.0,0.0,4.0,150.0
2020,690600321.0,505.0,500.0,4.0,150.0
2020,690600361.0,0.0,0.0,4.0,150.0
2020,690600381.0,1960.0,1600.0,3.0,200.0
2020,690600391.0,1007.0,920.0,5.0,200.0
2020,690700201.0,0.0,0.0,4.0,100.0
2020,690700211.0,3566.0,722.0,3.0,200.0
2020,690700221.0,2474.0,2404.0,4.0,350.0
2020,690700231.0,875.0,850.0,4.0,200.0
2020,690700301.0,0.0,0.0,4.0,100.0
2020,690700341.0,0.0,0.0,3.0,150.0
2020,690700351.0,440.0,200.0,4.0,250.0
2020,690700361.0,3660.0,3460.0,3.0,200.0
2020,690700371.0,0.0,0.0,1.0,160.0
2020,690700391.0,380.0,380.0,4.0,150.0
2020,690800231.0,0.0,0.0,4.0,100.0
2020,690800241.0,1050.0,650.0,4.0,300.0
2020,690800301.0,0.0,0.0,3.0,200.0
2020,690800311.0,0.0,0.0,2.0,200.0
2020,690800321.0,1564.0,1400.0,3.0,200.0
2020,690800331.0,0.0,0.0,3.0,150.0
2020,690800341.0,0.0,0.0,4.0,300.0
2020,690800351.0,0.0,0.0,,0.0
2020,690800371.0,64.0,0.0,4.0,200.0
2020,690800381.0,0.0,0.0,5.0,150.0
2020,690800391.0,300.0,0.0,2.0,400.0
2020,690900211.0,306.0,0.0,,0.0
2020,690900221.0,0.0,0.0,,0.0
2020,690900251.0,0.0,0.0,,0.0
2020,690900291.0,630.0,500.0,1.0,200.0
2020,690900301.0,100.0,100.0,3.0,80.0
2020,690900311.0,1360.0,1000.0,3.0,300.0
2020,690900321.0,36050.0,35000.0,1.0,300.0
2020,690900331.0,630.0,600.0,4.0,200.0
2020,690900341.0,0.0,0.0,3.0,100.0
